predictions,gts,ids
up,up,"""training_data/easy/boards/boards3078/step_8.png"""
up,up,"""training_data/easy/boards/boards3078/step_9.png"""
up,up,"""training_data/easy/boards/boards3078/step_10.png"""
up,up,"""training_data/easy/boards/boards3078/step_11.png"""
grip,grip,"""training_data/easy/boards/boards3078/step_12.png"""
left,left,"""training_data/easy/boards/boards2731/step_0.png"""
left,down,"""training_data/easy/boards/boards2731/step_1.png"""
left,left,"""training_data/easy/boards/boards2731/step_2.png"""
left,left,"""training_data/easy/boards/boards2731/step_3.png"""
left,left,"""training_data/easy/boards/boards2731/step_4.png"""
left,left,"""training_data/easy/boards/boards2731/step_5.png"""
left,left,"""training_data/easy/boards/boards2731/step_6.png"""
grip,grip,"""training_data/easy/boards/boards2731/step_7.png"""
up,left,"""training_data/easy/boards/boards1629/step_0.png"""
up,up,"""training_data/easy/boards/boards1629/step_1.png"""
up,left,"""training_data/easy/boards/boards1629/step_2.png"""
up,up,"""training_data/easy/boards/boards1629/step_3.png"""
up,up,"""training_data/easy/boards/boards1629/step_4.png"""
up,up,"""training_data/easy/boards/boards1629/step_5.png"""
up left,up,"""training_data/easy/boards/boards1629/step_6.png"""
left,left,"""training_data/easy/boards/boards1629/step_7.png"""
up,up,"""training_data/easy/boards/boards1629/step_8.png"""
up,up,"""training_data/easy/boards/boards1629/step_9.png"""
left,left,"""training_data/easy/boards/boards1629/step_10.png"""
grip,grip,"""training_data/easy/boards/boards1629/step_11.png"""
left,left,"""training_data/easy/boards/boards3060/step_0.png"""
left,down,"""training_data/easy/boards/boards3060/step_1.png"""
left,left,"""training_data/easy/boards/boards3060/step_2.png"""
left,down,"""training_data/easy/boards/boards3060/step_3.png"""
left,down,"""training_data/easy/boards/boards3060/step_4.png"""
left,left,"""training_data/easy/boards/boards3060/step_5.png"""
left,left,"""training_data/easy/boards/boards3060/step_6.png"""
left,left,"""training_data/easy/boards/boards3060/step_7.png"""
grip,grip,"""training_data/easy/boards/boards3060/step_8.png"""
right,right,"""training_data/easy/boards/boards1396/step_0.png"""
right right right right right right right right right right right right right right right right right right right right right right right right right right right right right right right right right right right right right right right right right right right right right right right right right right,right,"""training_data/easy/boards/boards1396/step_1.png"""
right right right right right right right right right right right right right right right right right right right right right right right right right right right right right right right right right right right right right right right right right right right right right right right right right right,right,"""training_data/easy/boards/boards1396/step_2.png"""
right right right right right right right right right right right right right right right right right right right right right right right right right right right right right right right right right right right right right right right right right right right right right right right right right right,right,"""training_data/easy/boards/boards1396/step_3.png"""
right right right right right right right right right right right right right right right right right right right right right right right right right right right right right right right right right right right right right right right right right right right right right right right right right right,right,"""training_data/easy/boards/boards1396/step_4.png"""
right,right,"""training_data/easy/boards/boards1396/step_5.png"""
right,right,"""training_data/easy/boards/boards1396/step_6.png"""
grip,grip,"""training_data/easy/boards/boards1396/step_7.png"""
down,down,"""training_data/easy/boards/boards608/step_0.png"""
down,down,"""training_data/easy/boards/boards608/step_1.png"""
grip,grip,"""training_data/easy/boards/boards608/step_2.png"""
left,left,"""training_data/easy/boards/boards3033/step_0.png"""
left,left,"""training_data/easy/boards/boards3033/step_1.png"""
left,up,"""training_data/easy/boards/boards3033/step_2.png"""
left,up,"""training_data/easy/boards/boards3033/step_3.png"""
left,left,"""training_data/easy/boards/boards3033/step_4.png"""
left,up,"""training_data/easy/boards/boards3033/step_5.png"""
left,up,"""training_data/easy/boards/boards3033/step_6.png"""
left,left,"""training_data/easy/boards/boards3033/step_7.png"""
up left,left,"""training_data/easy/boards/boards3033/step_8.png"""
up,up,"""training_data/easy/boards/boards3033/step_9.png"""
left,up,"""training_data/easy/boards/boards3033/step_10.png"""
left,left,"""training_data/easy/boards/boards3033/step_11.png"""
left,left,"""training_data/easy/boards/boards3033/step_12.png"""
grip,grip,"""training_data/easy/boards/boards3033/step_13.png"""
up,up,"""training_data/easy/boards/boards2866/step_0.png"""
up,left,"""training_data/easy/boards/boards2866/step_1.png"""
up,up,"""training_data/easy/boards/boards2866/step_2.png"""
up,up,"""training_data/easy/boards/boards2866/step_3.png"""
grip,grip,"""training_data/easy/boards/boards2866/step_4.png"""
up,up,"""training_data/easy/boards/boards3364/step_0.png"""
right,right,"""training_data/easy/boards/boards3364/step_1.png"""
right,right,"""training_data/easy/boards/boards3364/step_2.png"""
grip,grip,"""training_data/easy/boards/boards3364/step_3.png"""
left,left,"""training_data/easy/boards/boards838/step_0.png"""
grip,grip,"""training_data/easy/boards/boards838/step_1.png"""
right,right,"""training_data/easy/boards/boards1332/step_0.png"""
right,up,"""training_data/easy/boards/boards1332/step_1.png"""
right,right,"""training_data/easy/boards/boards1332/step_2.png"""
right,up,"""training_data/easy/boards/boards1332/step_3.png"""
right,right,"""training_data/easy/boards/boards1332/step_4.png"""
right,right,"""training_data/easy/boards/boards1332/step_5.png"""
up,up,"""training_data/easy/boards/boards1332/step_6.png"""
right,right,"""training_data/easy/boards/boards1332/step_7.png"""
grip,grip,"""training_data/easy/boards/boards1332/step_8.png"""
up,up,"""training_data/easy/boards/boards3064/step_0.png"""
right,right,"""training_data/easy/boards/boards3064/step_1.png"""
right,right,"""training_data/easy/boards/boards3064/step_2.png"""
grip,grip,"""training_data/easy/boards/boards3064/step_3.png"""
left,left,"""training_data/easy/boards/boards3543/step_0.png"""
left,left,"""training_data/easy/boards/boards3543/step_1.png"""
left,up,"""training_data/easy/boards/boards3543/step_2.png"""
left,up,"""training_data/easy/boards/boards3543/step_3.png"""
left,left,"""training_data/easy/boards/boards3543/step_4.png"""
left,left,"""training_data/easy/boards/boards3543/step_5.png"""
left,left,"""training_data/easy/boards/boards3543/step_6.png"""
left,left,"""training_data/easy/boards/boards3543/step_7.png"""
grip,grip,"""training_data/easy/boards/boards3543/step_8.png"""
up left,up,"""training_data/easy/boards/boards3407/step_0.png"""
up,up,"""training_data/easy/boards/boards3407/step_1.png"""
left,left,"""training_data/easy/boards/boards3407/step_2.png"""
up left,left,"""training_data/easy/boards/boards3407/step_3.png"""
up left,left,"""training_data/easy/boards/boards3407/step_4.png"""
up left,up,"""training_data/easy/boards/boards3407/step_5.png"""
up left,up,"""training_data/easy/boards/boards3407/step_6.png"""
up left,up,"""training_data/easy/boards/boards3407/step_7.png"""
left,up,"""training_data/easy/boards/boards3407/step_8.png"""
left,left,"""training_data/easy/boards/boards3407/step_9.png"""
left,left,"""training_data/easy/boards/boards3407/step_10.png"""
up,up,"""training_data/easy/boards/boards3407/step_11.png"""
grip,grip,"""training_data/easy/boards/boards3407/step_12.png"""
down,left,"""training_data/easy/boards/boards3034/step_0.png"""
down,down,"""training_data/easy/boards/boards3034/step_1.png"""
down,down,"""training_data/easy/boards/boards3034/step_2.png"""
down,down,"""training_data/easy/boards/boards3034/step_3.png"""
down,down,"""training_data/easy/boards/boards3034/step_4.png"""
left,left,"""training_data/easy/boards/boards3034/step_5.png"""
down,down,"""training_data/easy/boards/boards3034/step_6.png"""
left,down,"""training_data/easy/boards/boards3034/step_7.png"""
left,left,"""training_data/easy/boards/boards3034/step_8.png"""
grip,grip,"""training_data/easy/boards/boards3034/step_9.png"""
left,left,"""training_data/easy/boards/boards2777/step_0.png"""
left,left,"""training_data/easy/boards/boards2777/step_1.png"""
left,down,"""training_data/easy/boards/boards2777/step_2.png"""
left,left,"""training_data/easy/boards/boards2777/step_3.png"""
left,left,"""training_data/easy/boards/boards2777/step_4.png"""
left,down,"""training_data/easy/boards/boards2777/step_5.png"""
left,left,"""training_data/easy/boards/boards2777/step_6.png"""
grip,grip,"""training_data/easy/boards/boards2777/step_7.png"""
up,up,"""training_data/easy/boards/boards1289/step_0.png"""
up,left,"""training_data/easy/boards/boards1289/step_1.png"""
up,up,"""training_data/easy/boards/boards1289/step_2.png"""
up,up,"""training_data/easy/boards/boards1289/step_3.png"""
up,up,"""training_data/easy/boards/boards1289/step_4.png"""
up,up,"""training_data/easy/boards/boards1289/step_5.png"""
up,up,"""training_data/easy/boards/boards1289/step_6.png"""
up,up,"""training_data/easy/boards/boards1289/step_7.png"""
grip,grip,"""training_data/easy/boards/boards1289/step_8.png"""
left,left,"""training_data/easy/boards/boards51/step_0.png"""
down,left,"""training_data/easy/boards/boards51/step_1.png"""
down,down,"""training_data/easy/boards/boards51/step_2.png"""
grip,grip,"""training_data/easy/boards/boards51/step_3.png"""
down,down,"""training_data/easy/boards/boards1718/step_0.png"""
down,down,"""training_data/easy/boards/boards1718/step_1.png"""
left,left,"""training_data/easy/boards/boards1718/step_2.png"""
down,left,"""training_data/easy/boards/boards1718/step_3.png"""
down,down,"""training_data/easy/boards/boards1718/step_4.png"""
left,down,"""training_data/easy/boards/boards1718/step_5.png"""
left,left,"""training_data/easy/boards/boards1718/step_6.png"""
grip,grip,"""training_data/easy/boards/boards1718/step_7.png"""
right,right,"""training_data/easy/boards/boards1987/step_0.png"""
right,right,"""training_data/easy/boards/boards1987/step_1.png"""
right,down,"""training_data/easy/boards/boards1987/step_2.png"""
right down right,right,"""training_data/easy/boards/boards1987/step_3.png"""
right down right,down,"""training_data/easy/boards/boards1987/step_4.png"""
right down right,down,"""training_data/easy/boards/boards1987/step_5.png"""
right down right,right,"""training_data/easy/boards/boards1987/step_6.png"""
right down right,down,"""training_data/easy/boards/boards1987/step_7.png"""
right,right,"""training_data/easy/boards/boards1987/step_8.png"""
right,right,"""training_data/easy/boards/boards1987/step_9.png"""
grip,right,"""training_data/easy/boards/boards1987/step_10.png"""
grip,grip,"""training_data/easy/boards/boards1987/step_11.png"""
down,left,"""training_data/easy/boards/boards1228/step_0.png"""
down,down,"""training_data/easy/boards/boards1228/step_1.png"""
down,down,"""training_data/easy/boards/boards1228/step_2.png"""
left down,down,"""training_data/easy/boards/boards1228/step_3.png"""
left,down,"""training_data/easy/boards/boards1228/step_4.png"""
left,left,"""training_data/easy/boards/boards1228/step_5.png"""
left,down,"""training_data/easy/boards/boards1228/step_6.png"""
left,left,"""training_data/easy/boards/boards1228/step_7.png"""
left,left,"""training_data/easy/boards/boards1228/step_8.png"""
grip,grip,"""training_data/easy/boards/boards1228/step_9.png"""
left down,down,"""training_data/easy/boards/boards3117/step_0.png"""
left down,down,"""training_data/easy/boards/boards3117/step_1.png"""
left down left,left,"""training_data/easy/boards/boards3117/step_2.png"""
left,down,"""training_data/easy/boards/boards3117/step_3.png"""
left down,left,"""training_data/easy/boards/boards3117/step_4.png"""
left down left,down,"""training_data/easy/boards/boards3117/step_5.png"""
left down left,left,"""training_data/easy/boards/boards3117/step_6.png"""
left down,left,"""training_data/easy/boards/boards3117/step_7.png"""
left down left,left,"""training_data/easy/boards/boards3117/step_8.png"""
down left,down,"""training_data/easy/boards/boards3117/step_9.png"""
left,left,"""training_data/easy/boards/boards3117/step_10.png"""
left,left,"""training_data/easy/boards/boards3117/step_11.png"""
grip,grip,"""training_data/easy/boards/boards3117/step_12.png"""
left,up,"""training_data/easy/boards/boards1270/step_0.png"""
left,left,"""training_data/easy/boards/boards1270/step_1.png"""
left,left,"""training_data/easy/boards/boards1270/step_2.png"""
left,left,"""training_data/easy/boards/boards1270/step_3.png"""
left,left,"""training_data/easy/boards/boards1270/step_4.png"""
left,left,"""training_data/easy/boards/boards1270/step_5.png"""
grip,grip,"""training_data/easy/boards/boards1270/step_6.png"""
left,left,"""training_data/easy/boards/boards2517/step_0.png"""
left,left,"""training_data/easy/boards/boards2517/step_1.png"""
left,down,"""training_data/easy/boards/boards2517/step_2.png"""
left,left,"""training_data/easy/boards/boards2517/step_3.png"""
left,down,"""training_data/easy/boards/boards2517/step_4.png"""
left,left,"""training_data/easy/boards/boards2517/step_5.png"""
left,left,"""training_data/easy/boards/boards2517/step_6.png"""
grip,grip,"""training_data/easy/boards/boards2517/step_7.png"""
right,right,"""training_data/easy/boards/boards1421/step_0.png"""
right,up,"""training_data/easy/boards/boards1421/step_1.png"""
right,up,"""training_data/easy/boards/boards1421/step_2.png"""
right,right,"""training_data/easy/boards/boards1421/step_3.png"""
right,right,"""training_data/easy/boards/boards1421/step_4.png"""
right,right,"""training_data/easy/boards/boards1421/step_5.png"""
grip,grip,"""training_data/easy/boards/boards1421/step_6.png"""
left,left,"""training_data/easy/boards/boards2427/step_0.png"""
up,left,"""training_data/easy/boards/boards2427/step_1.png"""
up,left,"""training_data/easy/boards/boards2427/step_2.png"""
up,up,"""training_data/easy/boards/boards2427/step_3.png"""
